customer_id,customer_city,customer_state
170,moncoes,SP
171,rio de janeiro,RJ
172,sao paulo,SP
173,balneario camboriu,SC
174,rio de janeiro,RJ
175,sao paulo,SP
176,vargem grande,MA
177,rio brilhante,MS
178,eugenopolis,MG
179,belem,PA
180,sao jose do rio preto,SP
181,paulinia,SP
182,sao paulo,SP
183,jundiai,SP
184,sao paulo,SP
185,santo andre,SP
186,sao jose dos campos,SP
187,rio de janeiro,RJ
188,campinas,SP
189,belo horizonte,MG
190,apucarana,PR
191,recife,PE
192,osasco,SP
193,valinhos,SP
194,santo andre,SP
195,manaus,AM
196,cidreira,RS
197,rio de janeiro,RJ
198,santiago,RS
199,sao paulo,SP
200,sao sepe,RS
201,alta floresta,MT
202,guarulhos,SP
203,jaboatao dos guararapes,PE
204,sao paulo,SP
205,ibatiba,ES
206,hortolandia,SP
207,sao paulo,SP
208,cotia,SP
209,macae,RJ
210,saudades,SC
211,rio de janeiro,RJ
212,macapa,AP
213,salto de pirapora,SP
214,taboao da serra,SP
215,bom jesus,GO
216,caxias do sul,RS
217,uberlandia,MG
218,santa cruz do rio pardo,SP
219,diadema,SP
220,santa ines,BA
221,rio de janeiro,RJ
222,serrinha,BA
223,votorantim,SP
224,hortolandia,SP
225,itatiaia,RJ
226,duque de caxias,RJ
227,varre-sai,RJ
228,rio de janeiro,RJ
229,caxias do sul,RS
230,rio de janeiro,RJ
231,vila velha,ES
232,campinas,SP
233,mangaratiba,RJ
234,atibaia,SP
235,sao paulo,SP
236,salvador,BA
237,maceio,AL
238,porto alegre,RS
239,rio de janeiro,RJ
240,birigui,SP
241,franca,SP
242,petropolis,RJ
243,niteroi,RJ
244,porto alegre,RS
245,sao pedro,SP
246,jaguariaiva,PR
247,rio de janeiro,RJ
248,franco da rocha,SP
249,sao paulo,SP
250,brasilia,DF
251,cacapava,SP
252,jundiai,SP
253,salvador,BA
254,pindamonhangaba,SP
255,irati,PR
256,ribeira,SP
257,ipatinga,MG
258,sao paulo,SP
259,barbacena,MG
260,limoeiro,PE
261,espigao do oeste,RO
262,belford roxo,RJ
263,sao jose dos campos,SP
264,brasilia,DF
265,coronel fabriciano,MG
266,diadema,SP
267,brasilia,DF
268,brasilia,DF
269,itanhaem,SP
270,goiania,GO
271,bebedouro,SP
272,americana,SP
273,salvador,BA
274,uba,MG
275,arapongas,PR
276,vinhedo,SP
277,itajai,SC
278,dourados,MS
279,bauru,SP
280,pradopolis,SP
281,sao paulo,SP
282,aripuana,MT
283,braganca paulista,SP
284,sao paulo,SP
285,guaratinga,BA
286,sao paulo,SP
287,ponta pora,MS
288,aracatuba,SP
289,volta redonda,RJ
290,maringa,PR
291,guarulhos,SP
292,sao paulo,SP
293,sao paulo,SP
294,araraquara,SP
295,matipo,MG
296,niteroi,RJ
297,barbacena,MG
298,porto alegre,RS
299,santo antonio da patrulha,RS
300,sao paulo,SP
301,porto alegre,RS
302,barra mansa,RJ
303,fortaleza,CE
304,diamantina,MG
305,belo horizonte,MG
306,brasilia,DF
307,maringa,PR
308,salvador,BA
309,sao paulo,SP
310,macae,RJ
311,sao paulo,SP
312,mairinque,SP
313,belo horizonte,MG
314,capitao leonidas marques,PR
315,rio de janeiro,RJ
316,sao sebastiao do paraiso,MG
317,rio de janeiro,RJ
318,petropolis,RJ
319,sao paulo,SP
320,sao paulo,SP
321,sao paulo,SP
322,piracicaba,SP
323,belford roxo,RJ
324,brasilia,DF
325,goiania,GO
326,rosario do sul,RS
327,itaguai,RJ
328,sao paulo,SP
329,guaruja,SP
330,paraopeba,MG
331,santo andre,SP
332,campinas,SP
333,sao paulo,SP
334,rio de janeiro,RJ
335,belo horizonte,MG
336,guarapuava,PR
337,crisolita,MG
338,pirai,RJ
339,maceio,AL
340,linhares,ES
341,agudos,SP
342,sao paulo,SP
343,sao paulo,SP
344,rio de janeiro,RJ
345,sao joao de meriti,RJ
346,sao paulo,SP
347,rio de janeiro,RJ
348,navegantes,SC
349,pirassununga,SP
350,sao bernardo do campo,SP
351,faxinal dos guedes,SC
352,guarulhos,SP
353,brasilia,DF
354,brasilia,DF
355,criciuma,SC
356,nova venecia,ES
357,passo fundo,RS
358,sao paulo,SP
359,uberlandia,MG
360,carapicuiba,SP
361,rio de janeiro,RJ
362,ibia,MG
363,aparecida de goiania,GO
364,sao paulo,SP
365,santos,SP
366,manhuacu,MG
367,sumare,SP
368,altamira,PA
369,goiania,GO
370,rio de janeiro,RJ
371,sao jose,SC
372,sao paulo,SP
373,aperibe,RJ
374,sao vicente,SP
375,aracatuba,SP
376,cuiaba,MT
377,canoas,RS
378,contagem,MG
379,belo horizonte,MG
380,sao paulo,SP
381,belo horizonte,MG
382,cubatao,SP
383,maringa,PR
384,sao paulo,SP
385,campo limpo paulista,SP
386,cambe,PR
387,itaquaquecetuba,SP
388,sao caetano do sul,SP
389,sao jose dos campos,SP
390,sao paulo,SP
391,sao paulo,SP
392,montes claros,MG
393,salvador,BA
394,belo horizonte,MG
395,niteroi,RJ
396,rio de janeiro,RJ
397,guarulhos,SP
398,sao paulo,SP
399,sao goncalo do rio abaixo,MG
400,rolandia,PR
401,tres coracoes,MG
402,cacapava do sul,RS
403,sao paulo,SP
404,sao paulo,SP
405,sao paulo,SP
406,ribeirao preto,SP
407,sao goncalo,RJ
408,sao joao nepomuceno,MG
409,cotia,SP
410,niteroi,RJ
411,canoas,RS
412,rio de janeiro,RJ
413,goiania,GO
414,leme,SP
415,araras,SP
416,jundiai,SP
417,cortes,PE
418,ipatinga,MG
419,sao paulo,SP
420,ribeirao preto,SP
421,brusque,SC
422,fortaleza,CE
423,montenegro,RS
424,itaberai,GO
425,pindamonhangaba,SP
426,brasilia,DF
427,santa rosa de viterbo,SP
428,agua fria de goias,GO
429,santos,SP
430,marau,RS
431,curvelo,MG
432,niteroi,RJ
433,juiz de fora,MG
434,uberlandia,MG
435,mogi-guacu,SP
436,niteroi,RJ
437,sao paulo,SP
438,sao paulo,SP
439,sao paulo,SP
440,sao paulo,SP
441,belo horizonte,MG
442,osasco,SP
443,sao paulo,SP
444,guaratingueta,SP
445,sao bernardo do campo,SP
446,paranagua,PR
447,lins,SP
448,sao paulo,SP
449,campo bom,RS
450,sertaozinho,SP
451,sao paulo,SP
452,tres lagoas,MS
453,taboao da serra,SP
454,contagem,MG
455,niteroi,RJ
456,santo andre,SP
457,sao paulo,SP
458,jau,SP
459,curitiba,PR
460,montenegro,RS
461,sao jose,SC
462,campos de julio,MT
463,saquarema,RJ
464,sao caetano do sul,SP
465,artur nogueira,SP
466,uaua,BA
467,sao paulo,SP
468,jandira,SP
469,belo horizonte,MG
470,sao paulo,SP
471,sao paulo,SP
472,valinhos,SP
473,concordia,SC
474,nova friburgo,RJ
475,sorocaba,SP
476,rio de janeiro,RJ
477,ponte nova,MG
478,araquari,SC
479,sao jose dos campos,SP
480,muriae,MG
481,sao paulo,SP
482,barueri,SP
483,santo andre,SP
484,navegantes,SC
485,nova lima,MG
486,inhumas,GO
487,italva,RJ
488,sao paulo,SP
489,tres rios,RJ
490,belford roxo,RJ
491,santa maria,RS
492,itagiba,BA
493,florianopolis,SC
494,sao paulo,SP
495,paracatu,MG
496,rio de janeiro,RJ
497,curitiba,PR
498,rio de janeiro,RJ
499,xaxim,SC
500,rio de janeiro,RJ
501,santo andre,SP
502,laranjeiras do sul,PR
503,sao paulo,SP
504,sao paulo,SP
505,itapiuna,CE
506,sao paulo,SP
507,guarulhos,SP
508,campinas,SP
509,recife,PE
510,ribeirao preto,SP
511,divinopolis,MG
512,sao paulo,SP
513,piracicaba,SP
514,formosa,GO
515,niteroi,RJ
516,florianopolis,SC
517,ponte nova,MG
518,niteroi,RJ
519,piracicaba,SP
520,rio brilhante,MS
521,sao paulo,SP
522,sao paulo,SP
523,sao paulo,SP
524,birigui,SP
525,ivoti,RS
526,salvador,BA
527,juazeiro,BA
528,ponta grossa,PR
529,nova venecia,ES
530,campina grande,PB
531,rio de janeiro,RJ
532,osasco,SP
533,osasco,SP
534,votorantim,SP
535,sao paulo,SP
536,maua,SP
537,salgueiro,PE
538,sao jose dos campos,SP
539,rio de janeiro,RJ
540,lorena,SP
541,sao paulo,SP
542,sao goncalo,RJ
543,guaruja,SP
544,nova iguacu,RJ
545,sao paulo,SP
546,fortaleza,CE
547,toledo,PR
548,niteroi,RJ
549,sao pedro da aldeia,RJ
550,curitiba,PR
551,sao bernardo do campo,SP
552,rio de janeiro,RJ
553,rio de janeiro,RJ
554,vianopolis,GO
555,arapiraca,AL
556,porto seguro,BA
557,volta redonda,RJ
558,sao paulo,SP
559,sao paulo,SP
560,curitiba,PR
561,sao goncalo,RJ
562,osasco,SP
563,sao paulo,SP
564,nova iguacu,RJ
565,barueri,SP
566,ariquemes,RO
567,presidente getulio,SC
568,brasilia,DF
569,belo horizonte,MG
570,rio de janeiro,RJ
571,florianopolis,SC
572,rio negro,PR
573,contagem,MG
574,caxias do sul,RS
575,porto alegre,RS
576,fortaleza,CE
577,rio de janeiro,RJ
578,santa maria,RS
579,rio de janeiro,RJ
580,sao paulo,SP
581,jau,SP
582,recife,PE
583,rio de janeiro,RJ
584,ribeirao pires,SP
585,sao jose da coroa grande,PE
586,rio de janeiro,RJ
587,agua doce do norte,ES
588,sao bernardo do campo,SP
589,anapolis,GO
590,guararapes,SP
591,petropolis,RJ
592,sao paulo,SP
593,suzano,SP
594,farroupilha,RS
595,maua,SP
596,rio de janeiro,RJ
597,cacapava,SP
598,almenara,MG
599,rio das ostras,RJ
600,gravatai,RS
601,recife,PE
602,brumado,BA
603,sao paulo,SP
604,belo horizonte,MG
605,sao paulo,SP
606,rio de janeiro,RJ
607,campos dos goytacazes,RJ
608,marilia,SP
609,itabira,MG
610,sorocaba,SP
611,rio de janeiro,RJ
612,sao paulo,SP
613,claudia,MT
614,florianopolis,SC
615,rio de janeiro,RJ
616,guarulhos,SP
617,sao caetano do sul,SP
618,belo horizonte,MG
619,rio de janeiro,RJ
620,sao paulo,SP
621,para de minas,MG
622,niteroi,RJ
623,miguelopolis,SP
624,terra roxa,SP
625,paulinia,SP
626,araguari,MG
627,contagem,MG
628,rio de janeiro,RJ
629,cacapava,SP
630,lages,SC
631,brasilia,DF
632,rio de janeiro,RJ
633,embu das artes,SP
634,saquarema,RJ
635,rio de janeiro,RJ
636,limeira,SP
637,canoas,RS
638,sao paulo,SP
639,sao jose do rio preto,SP
640,taubate,SP
641,fortaleza,CE
642,santa fe do sul,SP
643,caieiras,SP
644,sao paulo,SP
645,itaguai,RJ
646,carangola,MG
647,chapada do norte,MG
648,campinas,SP
649,loanda,PR
650,franca,SP
651,passa tres,RJ
652,aracoiaba da serra,SP
653,nova iguacu,RJ
654,porto alegre,RS
655,cachoeiro de itapemirim,ES
656,itaborai,RJ
657,juiz de fora,MG
658,limeira,SP
659,aperibe,RJ
660,vitoria,ES
661,rio de janeiro,RJ
662,sao paulo,SP
663,sao bento do sul,SC
664,nova iguacu,RJ
665,indaiatuba,SP
666,rio grande,RS
667,caxias do sul,RS
668,boituva,SP
669,teresopolis,RJ
670,pinhalzinho,SP
671,petrolina,PE
672,sao paulo,SP
673,natal,RN
674,diadema,SP
675,curitiba,PR
676,sao paulo,SP
677,santo andre,SP
678,sao paulo,SP
679,suzano,SP
680,santa cruz do rio pardo,SP
681,barreiras,BA
682,mogi-guacu,SP
683,sao paulo,SP
684,florianopolis,SC
685,januaria,MG
686,ipiabas,RJ
687,firminopolis,GO
688,joinville,SC
689,rio de janeiro,RJ
690,barueri,SP
691,mococa,SP
692,belo horizonte,MG
693,sao paulo,SP
694,rio de janeiro,RJ
695,vitoria,PR
696,vitoria,ES
697,valenca,RJ
698,sao miguel do oeste,SC
699,nova iguacu,RJ
700,franca,SP
701,salvador,BA
702,goiania,GO
703,sao paulo,SP
704,rio de janeiro,RJ
705,sao bernardo do campo,SP
706,mogi-guacu,SP
707,sao paulo,SP
708,indaiatuba,SP
709,sao paulo,SP
710,sao paulo,SP
711,atibaia,SP
712,montes claros,MG
713,brasilia,DF
714,ponta grossa,PR
715,pirassununga,SP
716,piracicaba,SP
717,jales,SP
718,sao joao de meriti,RJ
719,recife,PE
720,sao paulo,SP
721,sao vicente,SP
722,rio formoso,PE
723,belo horizonte,MG
724,rio de janeiro,RJ
725,sao paulo,SP
726,rio de janeiro,RJ
727,brasilia,DF
728,angra dos reis,RJ
729,vitoria,ES
730,brasilia,DF
731,sao paulo,SP
732,alfredo chaves,ES
733,vitoria,ES
734,rio de janeiro,RJ
735,sao paulo,SP
736,sao jose dos campos,SP
737,itapetinga,BA
738,sao paulo,SP
739,gurupi,TO
740,belo horizonte,MG
741,cambe,PR
742,jaboatao dos guararapes,PE
743,sao paulo,SP
744,nucleo residencial pilar,BA
745,santos,SP
746,salvador,BA
747,coromandel,MG
748,charqueada,SP
749,osasco,SP
750,itau de minas,MG
751,sao paulo,SP
752,ibiruba,RS
753,bertioga,SP
754,brasilia,DF
755,contagem,MG
756,ipiau,BA
757,limeira,SP
758,sao paulo,SP
759,jau,SP
760,matozinhos,MG
761,volta redonda,RJ
762,curitiba,PR
763,teresina,PI
764,sao paulo,SP
765,uberlandia,MG
766,belo horizonte,MG
767,entre rios,BA
768,itajuba,MG
769,campinas,SP
770,jandira,SP
771,sao paulo,SP
772,juina,MT
773,divinopolis,MG
774,porto alegre,RS
775,mairipora,SP
776,rio de janeiro,RJ
777,sao paulo,SP
778,teresina,PI
779,marechal candido rondon,PR
780,votorantim,SP
781,sao bernardo do campo,SP
782,sao paulo,SP
783,vitoria,ES
784,franco da rocha,SP
785,belo horizonte,MG
786,cotia,SP
787,avare,SP
788,sao bernardo do campo,SP
789,rio de janeiro,RJ
790,aparecida de goiania,GO
791,icem,SP
792,anapolis,GO
793,sao sebastiao,SP
794,sao roque,SP
795,serra,ES
796,mirassol,SP
797,taperuaba,CE
798,montes claros,MG
799,sorocaba,SP
800,sao paulo,SP
801,carapicuiba,SP
802,alfenas,MG
803,santo andre,SP
804,leopoldina,MG
805,brasilia,DF
806,sao joao da boa vista,SP
807,sao paulo,SP
808,sao paulo,SP
809,uba,MG
810,parnamirim,RN
811,guarulhos,SP
812,teixeira de freitas,BA
813,atibaia,SP
814,porto alegre,RS
815,sao paulo,SP
816,joao pessoa,PB
817,chacara,MG
818,rio novo do sul,ES
819,rio de janeiro,RJ
820,belo horizonte,MG
821,belo horizonte,MG
822,teresina,PI
823,salto de pirapora,SP
824,sao paulo,SP
825,belford roxo,RJ
826,sao paulo,SP
827,guapore,RS
828,rio branco,AC
829,uberlandia,MG
830,ferraz de vasconcelos,SP
831,sao jose dos campos,SP
832,porto alegre,RS
833,sao luis,MA
834,taboao da serra,SP
835,curitiba,PR
836,maringa,PR
837,petrolandia,SC
838,guarulhos,SP
839,niteroi,RJ
840,rio de janeiro,RJ
841,aparecida de goiania,GO
842,goiania,GO
843,jundiai,SP
844,osasco,SP
845,araruna,PR
846,gravata,PE
847,rio de janeiro,RJ
848,alegre,ES
849,londrina,PR
850,sao paulo,SP
851,senhor do bonfim,BA
852,sao bernardo do campo,SP
853,santana de parnaiba,SP
854,rio de janeiro,RJ
855,rio de janeiro,RJ
856,piratininga,SP
857,belo horizonte,MG
858,porto alegre,RS
859,maceio,AL
860,duque de caxias,RJ
861,florianopolis,SC
862,sao paulo,SP
863,jau,SP
864,sao paulo,SP
865,monte carmelo,MG
866,sao paulo,SP
867,aparecida de goiania,GO
868,atibaia,SP
869,ipiranga,PR
870,belo horizonte,MG
871,taubate,SP
872,sao paulo,SP
873,concordia,SC
874,belo horizonte,MG
875,rio de janeiro,RJ
876,jacarei,SP
877,picos,PI
878,una,BA
879,salvador,BA
880,taguai,SP
881,ribeirao preto,SP
882,belo horizonte,MG
883,guarulhos,SP
884,sao paulo,SP
885,peabiru,PR
886,sao paulo,SP
887,sao paulo,SP
888,carangola,MG
889,marilia,SP
890,conquista,MG
891,cabo frio,RJ
892,bicas,MG
893,forquilha,CE
894,macae,RJ
895,brasilia,DF
896,canoas,RS
897,guaicara,SP
898,campinas,SP
899,santa vitoria,MG
900,sao paulo,SP
901,adamantina,SP
902,franco da rocha,SP
903,salvador,BA
904,sao paulo,SP
905,rio de janeiro,RJ
906,sao paulo,SP
907,sao roque,SP
908,franco da rocha,SP
909,manaus,AM
910,rio claro,SP
911,vila velha,ES
912,sao jose de uba,RJ
913,ribeirao preto,SP
914,mogi das cruzes,SP
915,sao paulo,SP
916,araras,SP
917,goiania,GO
918,sorriso,MT
919,sao paulo,SP
920,rio de janeiro,RJ
921,joinville,SC
922,sao paulo,SP
923,vila velha,ES
924,lages,SC
925,niteroi,RJ
926,aracaju,SE
927,nova iguacu,RJ
928,sao bernardo do campo,SP
929,sao paulo,SP
930,pindamonhangaba,SP
931,porto alegre,RS
932,valinhos,SP
933,pindamonhangaba,SP
934,fortaleza,CE
935,conselheiro lafaiete,MG
936,rio de janeiro,RJ
937,nova iguacu,RJ
938,sao paulo,SP
939,rio de janeiro,RJ
940,sao bernardo do campo,SP
941,belo horizonte,MG
942,ipatinga,MG
943,sao bernardo do campo,SP
944,guarapuava,PR
945,sao paulo,SP
946,campinas,SP
947,taguatinga,TO
948,tiangua,CE
949,itajuba,MG
950,rio de janeiro,RJ
951,paranaiba,MS
952,goiania,GO
953,sorocaba,SP
954,belo horizonte,MG
955,sao paulo,SP
956,david canabarro,RS
957,itarare,SP
958,sao paulo,SP
959,maua,SP
960,curitiba,PR
961,guarulhos,SP
962,maceio,AL
963,cajueiro,AL
964,jacarei,SP
965,florianopolis,SC
966,belo horizonte,MG
967,uberlandia,MG
968,santo andre,SP
969,sao paulo,SP
970,uberlandia,MG
971,cruzeiro,SP
972,fortaleza,CE
973,rio de janeiro,RJ
974,aperibe,RJ
975,santa cruz do sul,RS
976,sao paulo,SP
977,belo horizonte,MG
978,porto alegre,RS
979,volta redonda,RJ
980,presidente epitacio,SP
981,porto alegre,RS
982,belo horizonte,MG
983,joinville,SC
984,vila velha,ES
985,ribeirao pires,SP
986,castanhal,PA
987,belem,PA
988,cacapava,SP
989,nova lima,MG
990,sao paulo,SP
991,cariacica,ES
992,contagem,MG
993,guarapuava,PR
994,sao paulo,SP
995,bom jesus dos perdoes,SP
996,ipatinga,MG
997,urucurituba,AM
998,jandira,SP
999,olinda,PE
1000,cuiaba,MT
1001,diadema,SP
1002,sao jose do rio pardo,SP
1003,guapimirim,RJ
1004,sao paulo,SP
1005,guarulhos,SP
1006,vinhedo,SP
1007,salto,SP
1008,niteroi,RJ
1009,rio de janeiro,RJ
1010,sao paulo,SP
1011,manhuacu,MG
1012,campinas,SP
1013,vitoria,ES
1014,rio de janeiro,RJ
1015,sao vicente,SP
1016,concordia,SC
1017,sao paulo,SP
1018,santo andre,SP
1019,vargem grande paulista,SP
1020,salvador,BA
1021,guarapuava,PR
1022,porto seguro,BA
1023,brasilia,DF
1024,brasilia,DF
1025,lages,SC
1026,chapeco,SC
1027,bauru,SP
1028,sao paulo,SP
1029,sao paulo,SP
1030,santana de parnaiba,SP
1031,videira,SC
1032,rio de janeiro,RJ
1033,belem,PA
1034,taboao da serra,SP
1035,itabira,MG
1036,sao paulo,SP
1037,canapi,AL
1038,serra,ES
1039,cotia,SP
1040,sao paulo,SP
1041,pontal do parana,PR
1042,porto alegre,RS
1043,campos dos goytacazes,RJ
1044,santo andre,SP
1045,sao paulo,SP
1046,concordia,SC
1047,bento goncalves,RS
1048,sao paulo,SP
1049,sao paulo,SP
1050,rio de janeiro,RJ
1051,caceres,MT
1052,sao paulo,SP
1053,fortaleza,CE
1054,jundiai,SP
1055,bituruna,PR
1056,campo bom,RS
1057,sao paulo,SP
1058,sao luis,MA
1059,rio de janeiro,RJ
1060,sao bento do sapucai,SP
1061,mage,RJ
1062,campinas,SP
1063,curitiba,PR
1064,sao paulo,SP
1065,santo andre,SP
1066,sao jose dos campos,SP
1067,forquilhinha,SC
1068,itaberaba,BA
1069,sao paulo,SP
1070,goiania,GO
1071,porto alegre,RS
1072,sobral,CE
1073,vitoria,ES
1074,gramado,RS
1075,guacui,ES
1076,sao paulo,SP
1077,sao paulo,SP
1078,pato branco,PR
1079,goiania,GO
1080,itanhem,BA
1081,palmas,TO
1082,sao jose da coroa grande,PE
1083,sao paulo,SP
1084,bage,RS
1085,sao jose dos campos,SP
1086,rio de janeiro,RJ
1087,belo horizonte,MG
1088,macae,RJ
1089,belo horizonte,MG
1090,sao bernardo do campo,SP
1091,sao paulo,SP
1092,francisco morato,SP
1093,barueri,SP
1094,campinas,SP
1095,montes claros,MG
1096,brasilia,DF
1097,belo horizonte,MG
1098,barbacena,MG
1099,natal,RN
1100,cosmopolis,SP
1101,sao paulo,SP
1102,sao paulo,SP
1103,sao paulo,SP
1104,carmo,RJ
1105,santa maria,RS
1106,ponta pora,MS
1107,farroupilha,RS
1108,sao paulo,SP
1109,campinas,SP
1110,sao paulo,SP
1111,rio de janeiro,RJ
1112,sao paulo,SP
1113,belo horizonte,MG
1114,armacao dos buzios,RJ
1115,sao paulo,SP
1116,campinas,SP
1117,taubate,SP
1118,sao paulo,SP
1119,sao paulo,SP
1120,santa maria da vitoria,BA
1121,belo horizonte,MG
1122,barueri,SP
1123,pedro leopoldo,MG
1124,tres marias,MG
1125,sao paulo,SP
1126,curitiba,PR
1127,cascavel,CE
1128,santo antonio de padua,RJ
1129,santos,SP
1130,porto feliz,SP
1131,gaspar,SC
1132,sao paulo,SP
1133,juiz de fora,MG
1134,marilia,SP
1135,palhoca,SC
1136,sao paulo,SP
1137,rio de janeiro,RJ
1138,carapicuiba,SP
1139,belo horizonte,MG
1140,teresopolis,RJ
1141,sao paulo,SP
1142,sertaozinho,SP
1143,pouso alegre,MG
1144,guaiuba,CE
1145,fraiburgo,SC
1146,serra,ES
1147,sao paulo,SP
1148,santos,SP
1149,brasilia,DF
1150,paranagua,PR
1151,sao paulo,SP
1152,sao paulo,SP
1153,mogi das cruzes,SP
1154,sao paulo,SP
1155,piracicaba,SP
1156,aurea,RS
1157,videira,SC
1158,porto alegre,RS
1159,suzano,SP
1160,botucatu,SP
1161,corumba,MS
1162,sao paulo,SP
1163,cajamar,SP
1164,rio de janeiro,RJ
1165,belo horizonte,MG
1166,itabira,MG
1167,sao paulo,SP
1168,franco da rocha,SP
1169,astolfo dutra,MG
1170,sao luis,MA
1171,icem,SP
1172,queimados,RJ
1173,campinas,SP
1174,sao jorge do ivai,PR
1175,rio de janeiro,RJ
1176,cajamar,SP
1177,sao paulo,SP
1178,suzano,SP
1179,itaquaquecetuba,SP
1180,suzano,SP
1181,nova laranjeiras,PR
1182,petrolina,PE
1183,petropolis,RJ
1184,sao paulo,SP
1185,sao paulo,SP
1186,sao paulo,SP
1187,guaxupe,MG
1188,niteroi,RJ
1189,belo horizonte,MG
1190,osvaldo cruz,SP
1191,sao paulo,SP
1192,novo hamburgo,RS
1193,sao jose do rio preto,SP
1194,petropolis,RJ
1195,sao paulo,SP
1196,ivora,RS
1197,anaurilandia,MS
1198,sao paulo,SP
1199,santa rosa de viterbo,SP
1200,caraguatatuba,SP
1201,guarulhos,SP
1202,cacapava,SP
1203,regeneracao,PI
1204,jaboatao dos guararapes,PE
1205,feira de santana,BA
1206,campinas,SP
1207,rio de janeiro,RJ
1208,bilac,SP
1209,sao bernardo do campo,SP
1210,sao joaquim da barra,SP
1211,faxinal,PR
1212,campinas,SP
1213,pedro velho,RN
1214,sao paulo,SP
1215,campos dos goytacazes,RJ
1216,uberaba,MG
1217,campos dos goytacazes,RJ
1218,brasilia,DF
1219,piracicaba,SP
1220,juiz de fora,MG
1221,nova lima,MG
1222,osasco,SP
1223,santo andre,SP
1224,niteroi,RJ
1225,sao paulo,SP
1226,guarulhos,SP
1227,sao paulo,SP
1228,rio de janeiro,RJ
1229,rio de janeiro,RJ
1230,viamao,RS
1231,jandira,SP
1232,cachoeira de minas,MG
1233,sao paulo,SP
1234,coelho neto,MA
1235,brasilia,DF
1236,itajobi,SP
