product_id,product_category_name,product_name,product_price
60,Category Extra 85,Lenovo Product Model 85,103.82
61,Microwaves,Philips Countertop Microwave,597.49
62,Baby Products,Philips Baby Monitor,292.09
63,Sneakers,Samsung Running Shoes,2294.34
64,Board Games,HP Family Board Game,1422.27
65,Sneakers,Apple Lifestyle Sneakers,2685.65
66,Category Extra 87,KitchenAid Product Model 87,2422.7
67,Category Extra 89,Apple Product Model 89,587.6
68,Category Extra 76,Lenovo Product Model 76,1575.42
69,Lighting,Dell Floor Lamp,1333.96
70,Skincare,Lenovo Sunscreen,2146.17
71,Toys,Samsung Puzzle Set,1191.41
72,Mice,Dell Gaming Mouse,241.33
73,Category Extra 95,Samsung Product Model 95,1002.17
74,Tea,Sony Green Tea,611.82
75,Groceries,Dell Pasta Pack,1574.97
76,Category Extra 51,Asus Product Model 51,1663.82
77,Category Extra 79,Nike Product Model 79,576.79
78,Board Games,Asus Family Board Game,570.13
79,Gaming,Samsung Gaming Console,1984.51
80,Skincare,LG Sunscreen,2701.15
81,Perfume,Adidas Eau de Parfum,1661.57
82,Dresses,Nike Evening Dress,1264.68
83,Groceries,KitchenAid Pasta Pack,2496.7
84,Category Extra 63,Puma Product Model 63,2915.69
85,Category Extra 52,Lenovo Product Model 52,2578.36
86,Printers,HP Laser Printer,1205.62
87,Monitors,Apple Odyssey,2407.7
88,Garden,Lenovo Garden Hose,1746.74
89,Coffee,Philips Espresso Beans,1128.86
90,Cycling,Asus Mountain Bike,335.96
91,Fitness,Philips Yoga Mat,2661.18
92,Category Extra 64,Sony Product Model 64,1254.83
93,Category Extra 93,Sony Product Model 93,2625.11
94,Category Extra 57,Sony Product Model 57,2998.5
95,Art Supplies,Bosch Acrylic Paint Set,1589.97
96,Monitors,Lenovo ProArt,2167.74
97,Category Extra 77,Canon Product Model 77,905.09
98,Category Extra 95,Dell Product Model 95,1019.89
99,Category Extra 67,Asus Product Model 67,197.56
100,Category Extra 77,Sony Product Model 77,2582.54
101,Vacuum Cleaners,HP Robot Vacuum,1935.32
102,Category Extra 58,Sony Product Model 58,1689.29
103,Printers,Nike All-in-One Printer,233.71
104,Category Extra 63,KitchenAid Product Model 63,2817.72
105,Category Extra 96,Philips Product Model 96,488.42
106,Laptops,Sony MacBook,407.76
107,Category Extra 95,Canon Product Model 95,1993.85
108,Art Supplies,Philips Sketchbook,2108.81
109,Category Extra 85,Sony Product Model 85,1946.93
110,Mice,Nike Ergonomic Mouse,508.18
111,Category Extra 62,Sony Product Model 62,883.73
112,Category Extra 84,Lenovo Product Model 84,1321.04
113,Category Extra 72,Puma Product Model 72,2881.59
114,Cookware,HP Dutch Oven,365.58
115,Microwaves,Puma Countertop Microwave,2738.31
116,Category Extra 58,Samsung Product Model 58,2594.28
117,Tools,Asus Cordless Drill,1230.48
118,Baby Products,Asus Baby Stroller,1869.95
119,Category Extra 52,Apple Product Model 52,1475.56
120,Keyboards,Philips Gaming Keyboard,1214.44
121,Books,Samsung Programming Guide,2985.77
122,Office Chairs,Nike Executive Chair,2061.3
123,Microwaves,Apple Countertop Microwave,735.38
124,Desks,Lenovo Writing Desk,2058.94
125,Category Extra 97,Samsung Product Model 97,617.26
126,Groceries,Puma Olive Oil,1043.76
127,Pet Supplies,HP Pet Carrier,551.67
128,Category Extra 61,Canon Product Model 61,1856.89
129,Category Extra 51,Dell Product Model 51,2386.88
130,Garden,KitchenAid Plant Pot,1853.98
131,Fitness,Bosch Yoga Mat,2538.66
132,Office Chairs,KitchenAid Mesh Chair,1890.79
133,Category Extra 59,Philips Product Model 59,2744.66
134,Monitors,Philips UltraSharp,1342.95
135,Groceries,Samsung Olive Oil,1613.01
136,Motorcycle,Asus Riding Gloves,872.46
137,Baby Products,Samsung Baby Monitor,246.61
138,Cycling,LG Road Bike Helmet,2103.93
139,Category Extra 92,Asus Product Model 92,2417.95
140,Automotive,Adidas Dash Camera,2833.16
141,Category Extra 79,Sony Product Model 79,624.14
142,Sneakers,Samsung Running Shoes,775.69
143,Category Extra 60,Adidas Product Model 60,2672.47
144,Category Extra 70,Sony Product Model 70,1697.82
145,Category Extra 94,Dell Product Model 94,2801.12
146,Sneakers,HP Running Shoes,1110.01
147,Category Extra 54,LG Product Model 54,369.08
148,Smartphones,Apple OnePlus,2261.7
149,Sofas,Philips Sectional Sofa,1257.51
150,Category Extra 88,Sony Product Model 88,1773.58
151,Category Extra 78,Dell Product Model 78,1896.68
152,Camping,Adidas Camping Tent,144.66
153,Baby Products,Lenovo Baby Stroller,2922.22
154,Backpacks,Lenovo Laptop Backpack,1076.1
155,Monitors,Samsung UltraSharp,823.43
156,Category Extra 66,Samsung Product Model 66,520.74
157,Category Extra 76,Bosch Product Model 76,1777.7
158,Sneakers,Puma Running Shoes,1139.47
159,Category Extra 73,HP Product Model 73,2308.89
160,Category Extra 58,Nike Product Model 58,2862.66
161,Category Extra 81,Bosch Product Model 81,843.36
162,Garden,Samsung Plant Pot,402.74
163,Refrigerators,Canon Mini Fridge,1023.29
164,Printers,Dell Laser Printer,364.64
165,Category Extra 94,Dell Product Model 94,780.65
166,Category Extra 81,Apple Product Model 81,1344.02
167,Category Extra 54,KitchenAid Product Model 54,1039.07
168,Groceries,Samsung Organic Rice,2442.41
169,Tea,Asus Green Tea,1060.27
170,Category Extra 95,Lenovo Product Model 95,2316.06
171,Category Extra 91,Dell Product Model 91,1437.89
172,Category Extra 93,Bosch Product Model 93,578.52
173,Category Extra 56,Adidas Product Model 56,493.99
174,Category Extra 98,LG Product Model 98,1028.05
175,Tools,Philips Cordless Drill,558.55
176,Category Extra 56,Adidas Product Model 56,667.44
177,Category Extra 98,HP Product Model 98,1413.25
178,Art Supplies,Asus Sketchbook,2467.33
179,Video Games,Puma Sports Game,1485.32
180,Fitness,KitchenAid Yoga Mat,2550.68
181,Category Extra 66,Canon Product Model 66,795.27
182,Category Extra 61,Nike Product Model 61,2055.68
183,Video Games,Adidas Sports Game,2398.22
184,Beauty,KitchenAid Moisturizer,1346.84
185,Video Games,Adidas Adventure Game,963.88
186,Category Extra 70,Lenovo Product Model 70,1381.36
187,Category Extra 57,Adidas Product Model 57,1582.39
188,Category Extra 60,Bosch Product Model 60,1885.02
189,Category Extra 58,Canon Product Model 58,2007.92
190,Category Extra 65,Apple Product Model 65,1213.82
191,Category Extra 59,Puma Product Model 59,908.85
192,Cookware,Lenovo Nonstick Pan,1780.91
193,Category Extra 51,Sony Product Model 51,2251.24
194,Motorcycle,Asus Motorcycle Helmet,2268.55
195,Microwaves,Sony Countertop Microwave,650.06
196,Laptops,Puma ZenBook,1026.41
197,Beauty,Philips Moisturizer,2664.15
198,Category Extra 66,KitchenAid Product Model 66,2365.11
199,Monitors,LG UltraSharp,1530.41
200,Sneakers,Apple Training Shoes,1428.79
201,Office Chairs,Lenovo Ergonomic Chair,1300.36
202,Laptops,Dell Pavilion,1767.69
203,Category Extra 97,Lenovo Product Model 97,1451.43
204,Coffee,Puma Ground Coffee,1794.14
205,Printers,Samsung Inkjet Printer,232.81
206,Category Extra 64,Samsung Product Model 64,2439.59
207,Category Extra 65,Apple Product Model 65,241.8
208,Cameras,Philips Mirrorless Camera,2997.87
209,Category Extra 65,KitchenAid Product Model 65,1494.63
210,Backpacks,Nike Travel Backpack,1970.12
211,Category Extra 63,Asus Product Model 63,633.21
212,Category Extra 70,Bosch Product Model 70,326.42
213,Pet Supplies,Sony Cat Tree,2543.72
214,Beauty,Asus Face Serum,469.65
215,Kitchen Appliances,Dell Air Fryer,1389.26
216,Garden,Adidas Plant Pot,2498.06
217,Category Extra 75,Philips Product Model 75,2959.64
218,Pet Supplies,KitchenAid Pet Carrier,1623.45
219,Beds,Philips Queen Bed Frame,1515.77
220,Washing Machines,Sony Top Load Washer,826.02
221,Category Extra 74,Sony Product Model 74,2922.74
222,Baby Products,Dell Baby Monitor,2356.83
223,Mice,Sony Wireless Mouse,2183.76
224,Jackets,Asus Bomber Jacket,337.68
225,Skincare,Asus Sunscreen,971.22
226,Microwaves,Sony Convection Microwave,1759.65
227,Gaming,Nike Gaming Controller,1785.1
228,Backpacks,Nike Travel Backpack,1073.2
229,Fitness,LG Yoga Mat,2003.84
230,Tools,LG Cordless Drill,1039.33
231,Monitors,Dell ThinkVision,2094.1
232,Category Extra 52,Bosch Product Model 52,2767.55
233,Printers,Bosch Inkjet Printer,1365.83
234,Category Extra 76,Puma Product Model 76,1960.52
235,Gaming,Lenovo Gaming Controller,2840.93
236,Sofas,Canon Recliner Sofa,2334.81
237,Category Extra 69,Samsung Product Model 69,1545.08
238,Dresses,Philips Casual Dress,2758.66
239,Category Extra 77,Nike Product Model 77,1900.08
240,Desks,Philips Standing Desk,391.23
241,Category Extra 84,Sony Product Model 84,2161.95
242,Perfume,Dell Eau de Parfum,360.07
243,Category Extra 53,Canon Product Model 53,960.8
244,Jeans,Apple Slim Fit Jeans,1160.16
245,Category Extra 54,Apple Product Model 54,2724.2
246,Category Extra 81,Apple Product Model 81,26.2
247,Vacuum Cleaners,Philips Robot Vacuum,589.94
248,Category Extra 68,Lenovo Product Model 68,1580.8
249,Category Extra 96,Dell Product Model 96,436.72
250,Perfume,Philips Eau de Parfum,1916.86
251,Watches,Bosch Analog Watch,2373.11
252,Refrigerators,Asus Mini Fridge,2406.34
253,Category Extra 73,Lenovo Product Model 73,788.49
254,Desks,Dell Writing Desk,1400.62
255,Sneakers,Sony Training Shoes,1053.98
256,Category Extra 97,Philips Product Model 97,182.29
257,Keyboards,LG Wireless Keyboard,1219.66
258,Monitors,LG ThinkVision,2132.0
259,Sofas,Asus Loveseat,203.64
260,Garden,Canon Plant Pot,39.93
261,Toys,Asus Building Blocks,1772.53
262,Tea,KitchenAid Green Tea,1892.57
263,Category Extra 63,LG Product Model 63,1846.94
264,Headphones,Apple QuietComfort,764.22
265,Category Extra 84,Canon Product Model 84,2276.39
266,Category Extra 89,KitchenAid Product Model 89,2498.88
267,Category Extra 98,LG Product Model 98,689.07
268,Jackets,Canon Denim Jacket,492.42
269,Category Extra 84,Samsung Product Model 84,942.71
270,Automotive,Puma Phone Mount,2944.09
271,Category Extra 87,HP Product Model 87,2143.48
272,Category Extra 89,Sony Product Model 89,660.45
273,Category Extra 72,LG Product Model 72,995.64
274,Cycling,Nike Road Bike Helmet,372.97
275,Category Extra 55,HP Product Model 55,701.75
276,Microwaves,Adidas Countertop Microwave,700.23
277,Category Extra 74,Sony Product Model 74,1322.77
278,Garden,Apple Garden Hose,2468.51
279,Category Extra 55,Philips Product Model 55,1720.9
280,Category Extra 82,Samsung Product Model 82,2416.26
281,Monitors,LG ThinkVision,769.94
282,Sneakers,Apple Running Shoes,2795.53
283,Category Extra 75,KitchenAid Product Model 75,1323.38
284,Category Extra 80,Nike Product Model 80,1508.83
285,Cameras,Dell DSLR Camera,1404.72
286,Category Extra 58,Samsung Product Model 58,2814.34
287,Category Extra 72,HP Product Model 72,1553.76
288,Video Games,Lenovo Sports Game,216.59
289,Category Extra 62,Samsung Product Model 62,2893.44
290,Cookware,Dell Stainless Steel Pot,1818.76
291,Keyboards,Nike Gaming Keyboard,2237.67
292,Cookware,Nike Dutch Oven,1192.49
293,Category Extra 93,KitchenAid Product Model 93,1648.81
294,Sneakers,Adidas Training Shoes,2364.08
295,Category Extra 86,Dell Product Model 86,1929.5
296,Category Extra 96,Bosch Product Model 96,760.41
297,Category Extra 91,Puma Product Model 91,2046.99
298,Refrigerators,Bosch Mini Fridge,196.7
299,Washing Machines,Lenovo Front Load Washer,928.58
300,Category Extra 89,Philips Product Model 89,43.0
301,Tools,Canon Tool Kit,2051.81
302,Category Extra 92,Puma Product Model 92,2705.33
303,Category Extra 67,Apple Product Model 67,1670.22
304,Category Extra 63,Apple Product Model 63,2566.26
305,Category Extra 55,Dell Product Model 55,2103.57
306,Category Extra 51,LG Product Model 51,1190.76
307,Category Extra 62,KitchenAid Product Model 62,1257.65
308,Laptops,Samsung ZenBook,359.34
309,Category Extra 98,LG Product Model 98,1999.09
310,Dresses,Lenovo Summer Dress,2086.14
311,Category Extra 75,LG Product Model 75,1974.73
312,Category Extra 63,Puma Product Model 63,1601.4
313,Microwaves,Nike Convection Microwave,2818.06
314,Category Extra 73,HP Product Model 73,551.56
315,Category Extra 86,Puma Product Model 86,562.24
316,Board Games,Nike Strategy Board Game,126.55
317,Garden,Lenovo Plant Pot,1026.38
318,Category Extra 88,Lenovo Product Model 88,1339.22
319,Category Extra 70,LG Product Model 70,1283.39
320,Category Extra 55,Samsung Product Model 55,1349.46
321,Kitchen Appliances,LG Blender,1261.83
322,Tea,Bosch Green Tea,861.29
323,Toys,LG Remote Control Car,317.48
324,Category Extra 77,Asus Product Model 77,1257.17
325,Gaming,Apple Gaming Console,2672.01
326,Category Extra 86,KitchenAid Product Model 86,1420.86
327,Watches,Philips Analog Watch,151.81
328,Vacuum Cleaners,Nike Robot Vacuum,2138.38
329,Category Extra 71,Bosch Product Model 71,1790.55
330,Category Extra 71,Canon Product Model 71,1007.02
331,Category Extra 75,Puma Product Model 75,380.48
332,Category Extra 94,Asus Product Model 94,231.53
333,Category Extra 93,HP Product Model 93,1414.28
334,Category Extra 57,Bosch Product Model 57,1668.06
335,Video Games,Puma Sports Game,1148.58
336,Microwaves,Sony Convection Microwave,348.03
337,Category Extra 60,Samsung Product Model 60,2191.63
338,Category Extra 80,Philips Product Model 80,1467.97
339,Category Extra 100,Bosch Product Model 100,705.02
340,Desks,LG Writing Desk,1098.3
341,Category Extra 70,Lenovo Product Model 70,1100.61
342,Video Games,LG Sports Game,1457.28
343,Category Extra 94,HP Product Model 94,1238.44
344,Monitors,Lenovo ThinkVision,944.14
345,Category Extra 51,Nike Product Model 51,2354.13
346,Category Extra 61,Nike Product Model 61,1268.52
347,Category Extra 81,Samsung Product Model 81,24.26
348,Category Extra 54,LG Product Model 54,2214.5
349,Category Extra 81,Dell Product Model 81,446.91
350,Category Extra 90,Nike Product Model 90,1687.26
351,Washing Machines,HP Top Load Washer,650.58
352,Vacuum Cleaners,Canon Robot Vacuum,2150.76
353,Mice,Nike Wireless Mouse,321.79
354,Lighting,Nike LED Desk Lamp,835.13
355,Pet Supplies,Adidas Dog Bed,2064.74
356,Category Extra 77,KitchenAid Product Model 77,1964.62
357,Category Extra 60,Puma Product Model 60,480.87
358,Category Extra 53,Lenovo Product Model 53,1562.66
359,Category Extra 68,Puma Product Model 68,746.87
360,Category Extra 95,Nike Product Model 95,724.28
361,Category Extra 64,LG Product Model 64,86.86
362,Kitchen Appliances,Lenovo Air Fryer,2269.36
363,Category Extra 87,Dell Product Model 87,2695.3
364,Category Extra 85,Bosch Product Model 85,1166.73
365,Category Extra 59,Lenovo Product Model 59,526.11
366,Category Extra 92,HP Product Model 92,276.79
367,Category Extra 87,LG Product Model 87,2743.78
368,Category Extra 95,HP Product Model 95,195.74
369,Perfume,Lenovo Eau de Parfum,635.71
370,Category Extra 71,Samsung Product Model 71,206.92
371,Category Extra 63,Adidas Product Model 63,1936.48
372,Automotive,HP Dash Camera,2097.94
373,Category Extra 92,Puma Product Model 92,90.56
374,Category Extra 100,Canon Product Model 100,2286.83
375,Category Extra 77,Bosch Product Model 77,2481.01
376,Category Extra 79,Canon Product Model 79,110.93
377,Category Extra 79,Apple Product Model 79,1739.22
378,Laptops,Samsung Inspiron,676.07
379,Category Extra 96,Sony Product Model 96,2997.64
380,Backpacks,Sony Laptop Backpack,2831.26
381,Category Extra 57,Puma Product Model 57,131.01
382,Category Extra 51,Asus Product Model 51,1256.69
383,Category Extra 60,Puma Product Model 60,303.67
384,Category Extra 60,Lenovo Product Model 60,1478.36
385,Mice,Apple Ergonomic Mouse,82.12
386,Category Extra 52,Apple Product Model 52,1988.71
387,Category Extra 66,KitchenAid Product Model 66,2128.05
388,Office Supplies,Puma Desk Organizer,842.85
389,Category Extra 81,LG Product Model 81,2019.08
390,Category Extra 66,Asus Product Model 66,2459.36
391,Smartphones,Adidas Galaxy,1433.18
392,Category Extra 54,HP Product Model 54,1233.23
393,Category Extra 64,LG Product Model 64,496.27
394,Watches,Lenovo Sports Watch,2612.78
395,Jeans,Lenovo Straight Jeans,1255.44
396,Fitness,Puma Dumbbell Set,638.1
397,Category Extra 55,LG Product Model 55,912.16
398,Category Extra 66,Asus Product Model 66,595.11
399,Category Extra 93,Canon Product Model 93,2718.72
400,Category Extra 70,Philips Product Model 70,1697.62
401,Skincare,Adidas Night Cream,2854.56
402,Dresses,Dell Evening Dress,119.07
403,Category Extra 63,Adidas Product Model 63,1032.73
404,Jeans,Philips Skinny Jeans,1434.4
405,Microwaves,LG Convection Microwave,2503.61
406,Kitchen Appliances,Adidas Coffee Maker,2922.28
407,Category Extra 75,Puma Product Model 75,1254.14
408,Category Extra 52,Samsung Product Model 52,1034.95
409,Category Extra 99,Puma Product Model 99,729.16
410,Toys,Puma Puzzle Set,779.41
411,Tea,Apple Green Tea,970.69
412,Gaming,Lenovo Gaming Console,61.71
413,Lighting,Canon Floor Lamp,735.5
414,Beds,Adidas Queen Bed Frame,1044.5
415,Category Extra 87,Puma Product Model 87,241.44
416,Cameras,Apple Action Camera,1739.43
417,Tea,HP Black Tea,2145.21
418,Headphones,Adidas WH-1000XM,1351.52
419,Category Extra 99,Adidas Product Model 99,1540.68
420,Washing Machines,Dell Top Load Washer,912.55
421,Category Extra 80,Adidas Product Model 80,2628.54
422,Coffee,Canon Espresso Beans,36.01
423,Category Extra 93,Apple Product Model 93,2283.77
424,Category Extra 71,Lenovo Product Model 71,527.56
425,Category Extra 56,Bosch Product Model 56,144.81
426,Vacuum Cleaners,Sony Cordless Vacuum,2923.18
427,Category Extra 60,Bosch Product Model 60,844.7
428,Lighting,Bosch Floor Lamp,311.97
429,Books,Philips History Book,2613.31
430,Category Extra 90,Dell Product Model 90,1202.41
431,Motorcycle,Nike Motorcycle Helmet,710.99
432,Category Extra 71,Sony Product Model 71,2962.85
433,Category Extra 77,Canon Product Model 77,886.48
434,Televisions,LG QLED TV,1612.42
435,Monitors,Lenovo UltraSharp,2283.2
436,Category Extra 78,Canon Product Model 78,685.69
437,Lighting,Sony LED Desk Lamp,476.4
438,Camping,LG Sleeping Bag,404.39
439,Category Extra 62,Apple Product Model 62,341.65
440,Beds,LG King Bed Frame,43.02
441,Pet Supplies,Asus Dog Bed,46.11
442,Category Extra 53,Adidas Product Model 53,119.72
443,Category Extra 70,LG Product Model 70,1720.69
444,Category Extra 54,Asus Product Model 54,313.82
445,Category Extra 74,Bosch Product Model 74,1571.12
446,Category Extra 95,Sony Product Model 95,1451.38
447,Books,Canon History Book,2046.9
448,T-Shirts,LG Graphic Tee,191.42
449,Category Extra 90,KitchenAid Product Model 90,1251.86
450,Category Extra 98,Adidas Product Model 98,2268.71
451,Pet Supplies,Lenovo Pet Carrier,529.88
452,Sofas,HP Recliner Sofa,23.42
453,Watches,Apple Analog Watch,688.98
454,Video Games,Dell Adventure Game,1514.39
455,Category Extra 97,Samsung Product Model 97,2112.35
456,Board Games,Nike Family Board Game,2756.84
457,Category Extra 100,Puma Product Model 100,1656.04
458,Category Extra 63,Dell Product Model 63,2727.67
459,Watches,Dell Sports Watch,669.22
460,Category Extra 87,Nike Product Model 87,126.67
461,Category Extra 57,Philips Product Model 57,2910.26
462,Category Extra 84,Adidas Product Model 84,2110.08
463,Category Extra 73,KitchenAid Product Model 73,2313.69
464,Category Extra 55,Asus Product Model 55,285.38
465,Mice,KitchenAid Ergonomic Mouse,1202.25
466,Mice,KitchenAid Wireless Mouse,351.17
467,Category Extra 88,Dell Product Model 88,2732.26
468,Fitness,Puma Yoga Mat,2769.07
469,Keyboards,KitchenAid Mechanical Keyboard,535.86
470,Category Extra 87,Sony Product Model 87,1291.68
471,Perfume,Samsung Eau de Toilette,43.8
472,Garden,HP Plant Pot,182.84
473,Microwaves,Apple Countertop Microwave,940.31
474,Category Extra 66,Apple Product Model 66,1730.97
475,Category Extra 81,Canon Product Model 81,1603.96
476,Category Extra 97,Philips Product Model 97,36.91
477,Monitors,Apple Odyssey,1508.47
478,Category Extra 94,Bosch Product Model 94,791.25
479,Category Extra 86,Samsung Product Model 86,484.75
480,Category Extra 57,Apple Product Model 57,662.36
481,Dresses,Sony Summer Dress,1327.65
482,Category Extra 77,Sony Product Model 77,1765.53
483,Refrigerators,Puma Side-by-Side Refrigerator,1452.05
484,Monitors,Dell UltraSharp,2369.5
485,Category Extra 77,Lenovo Product Model 77,748.18
486,Smartphones,Sony OnePlus,1701.08
487,Beds,Dell Queen Bed Frame,254.55
488,Category Extra 81,Lenovo Product Model 81,899.12
489,Category Extra 100,LG Product Model 100,1316.31
490,Jeans,Samsung Straight Jeans,848.95
491,Category Extra 78,Canon Product Model 78,362.43
492,Category Extra 70,Puma Product Model 70,155.18
493,Category Extra 56,Dell Product Model 56,2679.67
494,Category Extra 68,Bosch Product Model 68,2920.19
495,Category Extra 83,Puma Product Model 83,2729.81
496,Category Extra 76,Adidas Product Model 76,1306.11
497,Dresses,Dell Evening Dress,2235.26
498,Category Extra 87,Canon Product Model 87,873.38
499,Lighting,KitchenAid Floor Lamp,639.97
500,Smartphones,KitchenAid Pixel,1012.66
501,Category Extra 73,Apple Product Model 73,2709.09
502,Office Chairs,Samsung Mesh Chair,945.84
503,Category Extra 82,Nike Product Model 82,135.53
504,Category Extra 65,Asus Product Model 65,1892.59
505,Category Extra 96,Nike Product Model 96,1450.98
506,Tablets,Lenovo iPad,2930.94
507,Category Extra 95,Puma Product Model 95,2292.2
508,Category Extra 56,Sony Product Model 56,224.49
509,Tools,KitchenAid Cordless Drill,2085.19
510,Motorcycle,Samsung Riding Gloves,1381.71
511,Sneakers,KitchenAid Lifestyle Sneakers,1194.94
512,Office Chairs,Lenovo Ergonomic Chair,545.88
513,Category Extra 72,Puma Product Model 72,2502.75
514,Sneakers,Sony Lifestyle Sneakers,2108.14
515,Category Extra 89,Canon Product Model 89,1733.04
516,Office Supplies,Samsung Stapler,2690.58
517,Category Extra 64,Bosch Product Model 64,1043.94
518,Category Extra 59,KitchenAid Product Model 59,2773.39
519,Skincare,Apple Night Cream,2807.87
520,Category Extra 80,Adidas Product Model 80,2315.17
521,Category Extra 75,Samsung Product Model 75,1379.33
522,Category Extra 58,Puma Product Model 58,2764.49
523,Lighting,Apple LED Desk Lamp,896.1
524,Category Extra 68,Dell Product Model 68,1233.99
525,Category Extra 77,Bosch Product Model 77,2280.65
526,Groceries,Apple Olive Oil,1222.21
527,Category Extra 70,Canon Product Model 70,1310.27
528,Category Extra 98,Sony Product Model 98,1738.05
529,Category Extra 77,Adidas Product Model 77,2867.31
530,Category Extra 74,Lenovo Product Model 74,2218.31
531,Monitors,Bosch ThinkVision,1666.02
532,Category Extra 80,HP Product Model 80,1453.41
533,Category Extra 51,Puma Product Model 51,1108.69
534,Category Extra 56,Puma Product Model 56,2977.57
535,Toys,Apple Puzzle Set,2717.58
536,Category Extra 77,LG Product Model 77,454.81
537,Category Extra 92,Lenovo Product Model 92,468.36
538,Microwaves,Puma Convection Microwave,2324.1
539,Books,Nike History Book,749.33
540,Category Extra 85,Lenovo Product Model 85,1699.29
541,Jeans,Philips Straight Jeans,2460.37
542,Category Extra 70,Lenovo Product Model 70,414.61
543,Sneakers,Nike Running Shoes,2703.3
544,Category Extra 94,Philips Product Model 94,2339.14
545,Tools,Canon Cordless Drill,427.36
546,Category Extra 88,Bosch Product Model 88,1192.69
547,Tea,Dell Black Tea,1852.28
548,Category Extra 93,Nike Product Model 93,1303.32
549,Fitness,LG Resistance Bands,229.66
550,Refrigerators,Dell French Door Refrigerator,2520.93
551,Category Extra 62,Lenovo Product Model 62,2916.27
552,Category Extra 99,Canon Product Model 99,1864.03
553,Category Extra 68,KitchenAid Product Model 68,1567.18
554,Category Extra 51,Sony Product Model 51,2858.71
555,Category Extra 68,LG Product Model 68,2286.9
556,Keyboards,Philips Wireless Keyboard,259.08
557,Office Chairs,Philips Mesh Chair,1406.89
558,Beds,Asus King Bed Frame,701.91
559,Keyboards,Dell Gaming Keyboard,1675.72
560,Category Extra 78,Nike Product Model 78,2898.66
561,Category Extra 57,Lenovo Product Model 57,2101.8
562,Perfume,Canon Eau de Parfum,977.04
563,Kitchen Appliances,Sony Air Fryer,1380.36
564,Backpacks,Puma Travel Backpack,163.89
565,Keyboards,Asus Mechanical Keyboard,1684.09
566,Category Extra 55,KitchenAid Product Model 55,768.41
567,Cameras,Adidas Mirrorless Camera,2663.37
568,Coffee,Bosch Espresso Beans,405.36
569,Category Extra 95,Apple Product Model 95,926.98
570,Jeans,Puma Slim Fit Jeans,30.04
571,Category Extra 62,Philips Product Model 62,1019.44
572,Category Extra 75,KitchenAid Product Model 75,2471.42
573,Category Extra 54,Apple Product Model 54,1502.07
574,Groceries,Sony Organic Rice,905.36
575,Category Extra 65,LG Product Model 65,861.71
576,Category Extra 64,Sony Product Model 64,503.09
